text,label
preheat oven to 375 with a metal baking sheet inside in a small bowl stir the flax & water together and set aside heat the oil in a medium skillet add the shallot garlic and pinch of salt and pepper and cook for a few minute until translucent add the cumin and coriander stir and cook for 30 second more add the worcestershire balsamic tomato paste grated beet walnut and the first 12 cup black bean and 12 teaspoon salt stir and cook for another few minute and turn heat off let cool slightly then add the content from the pan to the food processor add the flax egg and pulse until everything is combined but not pureed transfer the mixture to a bowl and stir in the remaining 12 cup of black bean smash them a little a you stir and 12 cup of the quinoa you can taste & adjust seasoning at this point stir until this is all very cohesive then divide into 4 segment and roll into ball place the 4 ball on a plate and sprinkle them with the remaining 14 cup quinoa gently roll them so the quinoa coat the outside of the ball then press each in the palm of your hand to form patty place on parchment paper on a plate and chill for 20 minute transfer the parchment w your patty onto the pre-heated baking sheet drizzle a little olive oil on top and bake for about 15 minute flip and bake for an additional 10-12 minute until the outside is not mushy let cool slightly and serve with desired fixing,2
i’m not sure where to begin with this quinoa burger recipe it ha a wonderful meaty texture with lightly crisp edge a spicy tangy flavor and a gorgeous red color plus it’s totally vegan and gluten-free what’s not to love,0
hi den i’m so glad you’ve been enjoying the recipe i think these modification should work – it’s hard to say if they’ll hold together the same way without trying myself,0
yep that should be fine,0
for more salad idea check out this post,0
what is the “flax egg” in step 5,0
4 tablespoon coconut oil hardened 1 cup flour whole wheat spelt or gf oat flour 1 cup walnut ½ cup brown sugar 1 teaspoon cinnamon ¼ teaspoon salt ⅓ cup or so raspberry jam,1
preheat oven to 350 and prepare a 5x7 baking dish or equivalent size with parchment paper in a food processor pulse together the coconut oil flour walnut brown sugar cinnamon and salt until it’s crumbly like wet sand take ¾ of the crumbly mix and press it into the bottom of the pan bake the bottom crust for 10-15 minute or until the edge turn lightly golden brown remove from the oven and let cool if necessary - add a tiny bit of water to the remaining crumbly mix which will be your topping and mix it gently with your hand so it form thicker crumbles when your crust is cool to the touch spread a layer of raspberry jam and crumble on the topping bake for an additional 10-12 minute let cool carefully lift out parchment and slice,2
look delicious we didn’t have walnut so we used pecan instead we also combined strawberry jam fresh raspberry and orange zest to make the filling a well a added nutmeg and orange zest to the crumble the result were incredible,0
yum i just made these they’re delicious and wish i’d made a double batch i did however have to use considerably more coconut oil than the recipe called for to get the “wet sand” consistency any idea why i also added some frozen berry to the jam just for a bit of freshness and heated it together with a little cornstarch and let it cool before topping the baked base with the mixture i understand why you indicate “13 cup or so” in the method – i’d go for more “or so” next time bumping up the jammy amount thanks so much jeanine for yet another outstanding recipe,0
yum i just made these they’re delicious and wish i’d made a double batch i did however have to use considerably more coconut oil than the recipe called for to get the “wet sand” consistency any idea why i also added some frozen berry to the jam just for a bit of freshness and heated it together with a little cornstarch and let it cool before topping the baked base with the mixture i understand why you indicate “13 cup or so” in the method – i’d go for more “or so” next time bumping up the jammy amount thanks so much jeanine for yet another outstanding recipe,0
i made this recipe a i wa asked to bring a vegan slice to a picnic – amazingly simple yet so delicious thanks 🙂,0
yep – absolutely – go with the whole wheat pastry flour,0
15 cup cashew soak overnight & drain 2 clove garlic 2 tablespoon lemon juice 2 tablespoon ume vinegar or sub more lemon salt ¼ cup water just enough to get the blade going salt pepper to taste ½ cup crumbled firm tofu 1 teaspoon dried oregano ½ teaspoon red pepper flake 1 cup finely chopped raw kale or spinach handful of chopped chive andor other fresh herb salt & pepper to taste 12 medium savoy cabbage leaf a few cup of marinara sauce drizzle of olive oil optional - top with grated parmesan or pecorino cheese,1
preheat oven to 350 in a blender or food processor puree together the cashew garlic vinegar and lemon juice add only enough water to help the blade along taste and add salt & pepper to your liking scoop cashew cream into a medium bowl and add the crumbled tofu oregano red pepper flake kale chive and another few pinch of salt & pepper stir & taste blanch cabbage leaf for a few second each dunk into boiling water then chill in ice water dry them thoroughly before using trim off the tough part of the stem prepare a baking dish with a good slathering of marinara at the bottom scoop a few tablespoon of filling into each leaf gently tuck in the side and roll them place them seam-side down into the baking dish top each with a generous spoonful of marinara and a drizzle of olive oil and a grating of cheese if youre not vegan bake for 25 minute,2
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
hi there do you know if the leftover reheat well just trying to plan out my work lunch for next week thank you,0
i haven’t tried but i think they might may be a tad watery from the cabbage filling but it should taste good if you try let me know how it go,0
when i remade these for this post i found this beautiful savoy cabbage but regular large green cabbage leaf worked just a well large half of chard leaf without the stem were also delicious in the summer i’ll roll this filling with thin strip of zucchini or eggplant,0
i haven’t tried but i think they might may be a tad watery from the cabbage filling but it should taste good if you try let me know how it go,0
15 cup cashew soak overnight & drain 2 clove garlic 2 tablespoon lemon juice 2 tablespoon ume vinegar or sub more lemon salt ¼ cup water just enough to get the blade going salt pepper to taste ½ cup crumbled firm tofu 1 teaspoon dried oregano ½ teaspoon red pepper flake 1 cup finely chopped raw kale or spinach handful of chopped chive andor other fresh herb salt & pepper to taste 16 jumbo shell a few cup of marinara sauce drizzle of olive oil very optional - top with grated parmesan or pecorino cheese,1
preheat oven to 350 degree in a blender or food processor puree together the cashew garlic vinegar and lemon juice add only enough water to help the blade along taste and add salt & pepper to your liking scoop cashew cream into a large bowl and add the crumbled tofu oregano red pepper flake kale chive and another few pinch of salt & pepper stir & taste cook your shell in salty water until al dente prepare a baking dish with a good slathering of marinara at the bottom scoop a few tablespoon of filling into each shell place them into the baking dish top each with a generous spoonful of marinara and a drizzle of olive oil bake for 25 minute,2
dang dang dang dang this wa delicious,0
others have already mentioned this but it seemed like 12 c of tofu wa too small of an amount when combined with the 1 12 c of cashew cream i used the whole block of tofu with the cashew cream and adjusted the spice to taste i felt like the consistency wa more ‘ricotta’ like with that adjustment,0
i swear no one will know these stuffed shell are vegan ok that wa a big statement let me start over i’m really pretty sure that these vegan stuffed shell will win over your pickiest eater this isn’t fancy food here… we all loved jumbo stuffed shell in the 90’s and i’m bringing them back today with the best quotation marked “ricotta” that i’ve made yet,0
this recipe is amazing we added chopped mushroom to the ricotta and a few sautéed mushroom on top of everything and it wa delicious we had a non-vegan friend over and served him this and coconut milk chocolate mousse for desert it could not have been a better introduction to vegan cuisine thanks,0
these were amazing make for awesome leftover a well,0
4-6 ounce noodle i used these brown rice noodle a few cup sliced shiitake mushroom 2 cup chopped kale massaged see note below 1 cup thinly sliced cabbage 3 small carrot chopped into matchstick a few radish thinly sliced ¼ chopped scallion a few tablespoon of sesame seed ½ package extra firm tofu chopped into cube 1 tablespoon toasted sesame oil 1 tablespoon rice vinegar 1 tablespoon lime juice 2 teaspoon grated ginger 2 teaspoon soy sauce tamari if gluten free 1 teaspoon sriracha optional,1
whisk the dressing ingredient together cook your shiitake i baked mine in the oven - slice and toss with a good glug of olive oil and some salt bake in a 350 degree oven until crisp and slightly charred about 25 minute alternatively you could cook them down in a pan with a little bit of oil & salt or soy sauce about 10-15 minute stir only occasionally cook the noodle according to package direction drain and rinse in cold water place the noodle in a large bowl and toss with the kale cabbage carrot radish shiitake and toss with most of the dressing let it all sit and marinate for a while while you clean up the kitchen add sesame seed then taste and adjust add more dressing soy sauce lime andor sriracha to your liking serve chilled or at room temp store leftover in the fridge pack in to-go container and bring to work,2
i’m a vegetarian a big fan of salad that’s really great recipe thanks for more inspiration check this out cheer delicious healthy salad recipe,0
this look amazing and light and fresh and delicious can’t think of anything better to start the week off after eating too naughtily on the weekend 🙂 xx gemma gemmachewcom,0
i may call this a noodle salad but secretly it a kale salad too made with sesame dressing and lot of sturdy veggie it perfect packed for lunch,0
i’m a vegetarian a big fan of salad that’s really great recipe thanks for more inspiration check this out cheer delicious healthy salad recipe,0
notify me of follow-up comment via e-mail,0
a few cup of broccoli floretes small bunch of carrot ½ cup cooked chickpea canned is fine olive oil a few handful of spinach squeeze of lemon salt & pepper 1 cup chickpea canned is fine rinsed and drained ½ cup almond blanched & skin peeled 2 clove garlic 1 jarred roasted red pepper about ¼ cup worth juice of ½ a lemon 2 tablespoon olive oil 1 tablespoon tahini 1-2 teaspoon dry harisa seasoning optional water approx ¼-13 cup to thin consistency salt & pepper,1
preheat oven to 375 degree place vegetable and chickpea on a large baking sheet so that theyre not touching too closely use 2 sheet if you have to drizzle and toss with olive oil salt and pepper roast until golden brown 20-30 minute total but take a look after the first 20 - remove the broccoli first if necessary make your red pepper sauce by pureeing all sauce ingredient into a high speed blender add water until the consistency is thinner than hummus taste and adjust seasoning place raw spinach in serving bowl dress with a little bit of olive oil a squeeze of lemon salt & pepper top with the warm roasted vegetable so the spinach will wilt just slightly and a dollop of sauce store extra sauce in the fridge - it also great a a sandwich spread or a veggie dip,2
super delicious i haven’t quite won over daughter yet but husband approves thanks for sharing,0
i absolutely adore the playfulness in your photo,0
what a yummy mix of good for you treat after eating a whole jar of sugar covered pecan i need this meal,0
this tv “workout” wa fueled by some roasty-toasty broccoli and sweet farmhouse carrot that i happened on hand i completed the meal with the help of some pantry ingredient chickpea jarred roasted red pepper tahini etc feel free to switch up the vegetable and add some sort of grain if you like – quinoa or millet would bulk this up a bit more we’ve been trying to eat a bit lighter lately so i piled the veggie onto a few handful of spinach make the red pepper sauce up to a few day ahead of time and this is a pretty quick 1-pan dinner,0
…otherwise known a “roast what you have” bowl this week again wa all about quick cooking olympic watching and dinner that fit into one bowl which sound super lazy but i just know that i’ve burnt more than a few calorie anxiously watching athlete go for gold anxiety is an ab workout right,0
about 3 loose cup of cauliflower floret dried completely 1 tablespoon coconut oil ¼ cup toasted hazelnut chopped 2 tablespoon pine nut toasted ½ teaspoon dried orange peel ½ teaspoon dried cilantro leaf ½ teaspoon red chile flake 2 tablespoon currant 1 cup chickpea optional roast them in a bit of oil & salt chopped fresh cilantro optional ½ cup coconut milk full fat is ideal light would do ¼ teaspoon turmeric 1 teaspoon curry powder pinch of cinnamon salt,1
ahead of time toast your hazelnut and pine nut and roast your chickpea make your sauce by stirring together the coconut milk turmeric curry powder a pinch of cinnamon and a pinch of salt pulse cauliflower in a food processor until it’s “riced” ie the size of couscous careful not to overmix you don’t want to puree the cauliflower at all heat oil in a large skillet over medium heat add the cauliflower “couscous” and a few good pinch of salt let it gently toast for a minute or so and stir you should see a few of the bit turning golden brown careful not to overcook you want the piece tender and not mushy toss again and add the nut and spice and chickpea cook until the spice become fragrant about 30 second more and remove from heat toss cauliflower mix with half the sauce not too much so it stay fluffy and top with fresh cilantro taste and adjust seasoning and serve it with the rest of the sauce on the side,2
i’m so glad it wa a hit thanks for coming back to let me know,0
comment,0
thus is so good i added some roasted veg and it wa super tasty 😊,0
your email address will not be published required field are marked,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
1-2 tablespoon oil 2 stale corn tortilla sliced into strip ½ cup dried chile salsa or smooth store-bought salsa or chile sauce handful of chopped scallion a bit of diced red onion ½ an avocado chopped w a bit of lime salt 2 fried egg vegan sub black bean ¼ cup or so crumbled cotija cheese vegan omit squeeze of lime salt pepper,1
heat oil in a medium skillet add tortilla strip and a few pinch of salt lightly frytoast strip until the edge become browned and crispy flip a few time so both side cook pour the chile sauce into the center of the skillet to coat the tortilla i like to leave the tortilla that are a few inch from the edge un-sauced so they remain a bit crispy let the sauce sizzle in the skillet with the tortilla for a few minute while you fry your egg turn heat down or off if you’re skillet is getting too hot fry egg and add to the skillet along with scallion red onion avocado and cheese add a squeeze of lime and more salt to taste,2
hi darya,0
your email address will not be published required field are marked,0
i love chilaquiles alot esp for brunch i have found that corn tortilla can be broiled for few minute in the oven to get the crisp texture although you need to be little bit more careful,0
today’s recipe is something i really love to make at home because it tends to be a little too greasy for me at restaurant chilaquiles are usually considered hangover food and it all start with frying tortilla in a skillet of course i went a little a lot lighter on the oil so they toast in the skillet and crisp up without becoming an oily mess this way we reserve a few extra calorie for that brunch-time margarita,0
what a great recipe substituted the fried egg with a poached one to make it a bit healthier and some black bean and tomato salad it wa truly delicious 🙂,0
2 tablespoon olive oil 1 medium onion chopped 2 clove garlic chipped 2 teaspoon chili powder 2 dried guajillo chile deseeded stemmed & sliced thin 1 for the chile 1 for the topping 1 teaspoon apple cider vinegar 2 14-oz can fire-roasted diced tomato 4 cup vegetable broth 15 cup cubed sweet potato 2 can of bean - black red pinto or a combo 1 cup chopped kale ½ cup corn kernel frozen is fine a good squeeze of lime salt pepper chopped scallion tortilla strip - toast 10-15 minute in the oven toasted chile - toast 1-2 minute in a 350 oven or until they curl up toasted pumpkin seed diced avocado w a squeeze of lime,1
heat oil in a medium-large pot over medium heat add the onion garlic a few pinch of salt and cook until translucent 5 minute or so add chili powder ½ the sliced chile and stir cook until fragrant about 30 second then add the vinegar followed by the tomato stir then add the broth and the sweet potato cube and bean simmer on low heat until the sweet potato are tender about 20-30 minute add the kale and corn and simmer for 5-10 more minute add a good squeeze of lime taste and adjust seasoning - adding more salt and pepper a needed serve topped with scallion crunchy tortilla strip toasted chile diced avocado and extra lime slice,2
this one might have been more appropriate to post around super bowl time… but really we’re not fan of “the game” like we are fan of the olympic game i don’t usually like to eat in front of the tv but these two week are definitely the exception this is a great meal to cozy up to – it’s warm & delicious and conveniently all in one bowl plus it won’t make you feel too unhealthy while you watch all of the teeny girl and guy skate across your living room,0
comment,0
comment,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
this one might have been more appropriate to post around super bowl time… but really we’re not fan of “the game” like we are fan of the olympic game i don’t usually like to eat in front of the tv but these two week are definitely the exception this is a great meal to cozy up to – it’s warm & delicious and conveniently all in one bowl plus it won’t make you feel too unhealthy while you watch all of the teeny girl and guy skate across your living room,0
1 can cannellini bean drained and rinsed 2 tablespoon olive oil 2 garlic clove 2-4 tablespoon fresh lemon juice about 1 lemon about ½ teaspoon lemon zest salt & pepper to taste a bit of water if necessary to thin optional toss in some herb rosemary for winter basil for spring etc,1
puree all ingredient in a food processor or blender taste and adjust seasoning slather on bread & serve with sandwich fixing of your choice mine pictured is avocado arugula & hemp seed,2
click through for a recipe for this white bean spread that i’m currently loving… it’s a perfect spread for quick lunch all week…,0
i’ve never known what it’s like to be without lunch or any other meal for that matter if ever i forgot my lunch you’d better bet that my mom drove over to the school to drop it off even now it would have to be an exceptionally crazy busy day for me to be distracted enough to skip lunch,0
oh and i also have a small recipe… pictured at the top of this post are typical lunch for myself and jack i love anything and everything with avocado he love sandwich slathered with almond butter,0
please reply back a i’m hoping to create my own personal website and would love to learn where you got this from or exactly what the theme is called kudos,0
bean & lentil photo by erin alderson,0
1t olive oil 1 shallot chopped 2 clove garlic minced 4 cup vegetable broth 1 cup water 15 cup cooked & drained chickpea 1 can ½ cup uncooked quinoa elbow pasta 2 cup chopped kale a few squeeze of lemon 2 tablespoon white or shiro miso a few tablespoon warm water optional - grating of pecorino cheese salt pepper to taste,1
heat oil in a medium sized pot over low heat add the chopped shallot and garlic a pinch of salt cook for a few minute until they slowly become translucent add the broth and water and simmer for 20-30 minute optional step for a very clear soup strain out the shallot & garlic piece add the chickpea pasta kale and cook until the noodle are tender and cooked through reduce heat to low in a small bowl whisk the miso with a few tablespoon warm water until the miso is incorporated and not clumpy stir half the miso-water into the soup along with a squeeze of lemon taste if your soup is not salty enough add the rest of the miso water add more lemon salt and pepper to taste serve hot with crusty bread and pecorino cheese if desired,2
they say to feed a cold right,0
excellent point altogether you just won a new reader what could you recommend in regard to your put up that you made a few day ago any sure,0
i tried to sell my husband on a vegetarian soup when the weather outside wa 12 degree just below zero with the wind chill not to be deterred i swapped out the chickpea for a couple of sliced up chicken sausage i had in the freezer delicious and hearty and we both gobbled up the soup now i have a great base for whatever is left in the house on a weeknight thanks,0
thank you for this awesome soup,0
hi julia i’m so glad you loved the soup,0
1 big head of cauliflower chopped 4 cup for the sauce save the rest to add before baking 12 ounce brown rice elbow pasta 1 tablespoon dijon mustard 1 shallot minced 3 garlic clove ½ teaspoon smoked paprika ¾ - 1 cup cashew cream see recipe below or sharp cheddar 1 tablespoon sherry vinegar sea salt and fresh black pepper pasta water a needed to thin ¼ cup panko bread crumb or gf panko non-vegan option sprinkle ¼ - ½ cup parmesan cheese super cheesy option add an extra handful of cheddar under the panko ¼ cup chopped chive a few pinch of red pepper flake 1 cup cashew soaked for a few hour strain soaking water before using ¼ - ½ cup water 1 small garlic clove ¼ cup minced shallot 2 tablespoon fresh lemon juice sea salt,1
if youre making the vegan option start by making your cashew cream place all ingredient in a blender and blend until smooth scoop the cream out of the blender and set aside preheat oven to 400 degree bring a large pot of salted water to a boil add the 4 cup of cauliflower floret and cook until tender but not mushy about 8 minute use a slotted spoon to drain and scoop the cauliflower into a blender when the cauliflower is out bring your water back up to a boil and add the pasta meanwhile make the sauce to your blender add the dijon mustard shallot garlic smoked paprika salt and pepper and puree along with the 4 cup cauliflower floret add about ¾ cup of cashew cream or cheddar cheese and the sherry vinegar and blend again add starchy pasta water a needed to thin the sauce taste and adjust seasoning for a richer sauce add more cashew cream or cheese when your pasta is al dente set aside a cup or so of pasta water then fully drain your pasta and the water out of the large pot return the cooked pasta to the pot and stir in the sauce add reserved pasta water a needed to create a creamy sauce pour your pasta into a large baking dish place the remainder of the cauliflower floret on top top with a sprinkling of panko parmesan cheese if using and a drizzle of olive oil optional make it extra cheesy by adding a layer of sharp cheddar underneath the panko and parmesan bake until the top is golden and crispy - about 12-20 minute depending on the size of your dish remove from oven and top with chive and red pepper flake,2
48 from 8 review cauliflower mac & cheese printprep time 30 minscook time 20 minstotal time 50 min cauliflower mac & cheese is a healthier lighter version of the classic comfort food vegan and gluten-free optionsauthor jeanine donofriorecipe type main dishserves 4ingredients 1 big head of cauliflower chopped 4 cup for the sauce save the rest to add before baking 12 ounce brown rice elbow pasta 1 tablespoon dijon mustard 1 shallot minced 3 garlic clove ½ teaspoon smoked paprika ¾ - 1 cup cashew cream see recipe below or sharp cheddar 1 tablespoon sherry vinegar sea salt and fresh black pepper pasta water a needed to thintopping option ¼ cup panko bread crumb or gf panko non-vegan option sprinkle ¼ - ½ cup parmesan cheese super cheesy option add an extra handful of cheddar under the panko ¼ cup chopped chive a few pinch of red pepper flakescashew cream this make extra & can be made ahead 1 cup cashew soaked for a few hour strain soaking water before using ¼ - ½ cup water 1 small garlic clove ¼ cup minced shallot 2 tablespoon fresh lemon juice sea saltinstructions if youre making the vegan option start by making your cashew cream place all ingredient in a blender and blend until smooth scoop the cream out of the blender and set aside preheat oven to 400 degree bring a large pot of salted water to a boil add the 4 cup of cauliflower floret and cook until tender but not mushy about 8 minute use a slotted spoon to drain and scoop the cauliflower into a blender when the cauliflower is out bring your water back up to a boil and add the pasta meanwhile make the sauce to your blender add the dijon mustard shallot garlic smoked paprika salt and pepper and puree along with the 4 cup cauliflower floret add about ¾ cup of cashew cream or cheddar cheese and the sherry vinegar and blend again add starchy pasta water a needed to thin the sauce taste and adjust seasoning for a richer sauce add more cashew cream or cheese when your pasta is al dente set aside a cup or so of pasta water then fully drain your pasta and the water out of the large pot return the cooked pasta to the pot and stir in the sauce add reserved pasta water a needed to create a creamy sauce pour your pasta into a large baking dish place the remainder of the cauliflower floret on top top with a sprinkling of panko parmesan cheese if using and a drizzle of olive oil optional make it extra cheesy by adding a layer of sharp cheddar underneath the panko and parmesan bake until the top is golden and crispy - about 12-20 minute depending on the size of your dish remove from oven and top with chive and red pepper flakesnotesits up to you how lighthealthy you want to make this - pile in the cashew cream andor cheese to make it more indulgent or hold back and make it a bit lighter343177,0
doesn’t this cauliflower mac and cheese look amazing i made it with a bright orange cauliflower from farmhouse delivery in austin it color reminded me so much of sharp cheddar cheese that i couldn’t resist using it in a cauliflower mac and cheese recipe,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
with cauliflower blended into it sauce this cauliflower mac and cheese recipe is a lighter but equally delicious version of the classic comfort food,0
if you prefer to make a cheese sauce with cheddar cheese a well a cauliflower omit the cashew cream in the recipe below and replace it with 34 cup shredded cheddar,0
sweet potato cheddar cheese optional black bean toasted pumpkin seed greek yogurt lime salt chile powder vegan sub chipotle cashew cream or avocado cream chive,1
preheat oven to 400 degree poke hole into your sweet potato and bake them on a baking sheet dont wrap them in foil for about 40-45 minute or until theyre fork tender remove from the oven slice them open and scoop out a little bit to make room for your stuffing i also gently mash a little bit of the inside with the back of my fork optional step sprinkle cheese on top and pop them back in the oven i switch to broil for a few minute for the cheese to melt while you wait for your cheese to melt mix together greek yogurt with a squeeze of lime salt and a bit of chile powder taste and adjust making it a spicytangy a you like stuff with black bean spicy pumpkin seed and top with chile-spiced greek yogurt sprinkle some chive on top dust with extra chile powder and dig in,2
ha that’s the best feedback ever – so glad you liked the recipe,0
additionally you should unfollow people who aren’t following you i fell for a paid blog scam when i started blogging six year ago,0
ha that’s so funny…,0
i have never been much of a stuffed potato fan until i had stuffed sweet potato the combination of veggie you have suggest have got this meat loving girl wanting to go vegan for a day,0
i’ve never loved baked potato i know… that’s hardly the way to begin a baked potato post in my world growing up they came 2 way on our dinner table – plain with just a bit of margarine sorry mom… and at the yorktown mall food court – those giant sour-cream-piled one that seemed like a heart attack on a plate which by the way were considered the “healthy” option because they were baked not fried gotta love the midwest in the 90’s,0
8 dried guajillo chile or mix of guajillo and ancho chile 2 clove garlic water to soak ½ cup fire roasted tomato canned is fine 2 tablespoon olive oil a few teaspoon honey agave syrup or cane sugar salt,1
use a pair of scissors to cut the stem off the chile cut it open lengthwise and remove the seed heat a cast iron skillet and place the garlic clove in their paper near the edge press the chile so they lay flat into the skillet working in batch toast for 30 second or le per side let the garlic continue to roast while you finish toasting the chile place toasted chile into a large bowl and fill with warm water let them soak for about 30 minute rotating them occasionally using a pair of tongs remove the chile and place into a blender with the peeled garlic tomato 1 tablespoon of olive oil a bit of honey and a few pinch of salt blend until smooth heat a saucepan over medium heat add the remaining 1 tablespoon of oil add the chile sauce from the blender and simmer for a minute or two taste and adjust seasoning adding more honey or sugar to cut down any bitterness,2
yay awesome,0
thanks alexe the one thing i hate to eat out of season is tomato so i thought this would be just perfect for winter 🙂,0
hi jose i used a few drop of honey no more than about 14 teaspoon – you could try to add a little more olive oil or even a splash of white wine or red wine vinegar to cut the bitterness without adding more sweetness…,0
we grow so many hot pepper in the summer and i need to bookmark this recipe so we can jar a whole bunch of this sauce thanks for the inspiration,0
if you would like to grow your experience just keep visiting this web page and be updated with the most up-to-date gossip posted here,0
extra-virgin olive oil 2 small shallot chopped 3 garlic clove roughly chopped ½-1 jalapeño de-seeded and chopped 4 teaspoon chili powder 3 cup black bean cooked drained reserve a few for garnish 4 cup low sodium vegetable stock up to ½ cup water if necessary for blending consistency sea salt and fresh black pepper squeeze of lime optional a few pinch of cayenne andor smoked paprika serve with all optional diced red onion jalapeño slice avocado cilantro tortilla sun cheese salsa or dried chile salsa 1¼ cup hulled sunflower seed soaked at least 4 hour 1 garlic clove 2 tablespoon umeboshi vinegar 2 tablespoon lemon juice 1 cup water more a needed,1
heat a splash of oil in a medium-large pot over medium heat add the shallot garlic jalapeño and a few pinch of salt and cook until softened about 5 minute add the chili powder stir then add the black bean and stock simmer on low heat for 20 or so minute blend the soup adding water or more stock if it too thick add a good squeeze of lime blend again then taste add more salt & spice to your liking keep it smooth or add a few more black bean for texture serve with the suggested fixing or whatever you like for the sun cheese blend all ingredient together add more water if necessary to thin taste and adjust serve on the side and store the remainder in the fridge,2
the chile sauce and sun cheese recipe make more than you’ll need for this soup – both can be made well in advance 50 from 1 review spicy black bean soup printprep time 10 minscook time 30 minstotal time 40 min this vegan black bean soup recipe is a great choice for a winter weeknight thick creamy and nourishing itll warm you up in no timeauthor jeanine donofriorecipe type soupserves 4ingredients extra-virgin olive oil 2 small shallot chopped 3 garlic clove roughly chopped ½-1 jalapeño de-seeded and chopped 4 teaspoon chili powder 3 cup black bean cooked drained reserve a few for garnish 4 cup low sodium vegetable stock up to ½ cup water if necessary for blending consistency sea salt and fresh black pepper squeeze of lime optional a few pinch of cayenne andor smoked paprika serve with all optional diced red onion jalapeño slice avocado cilantro tortilla sun cheese salsa or dried chile salsasun cheese topping optional 1¼ cup hulled sunflower seed soaked at least 4 hour 1 garlic clove 2 tablespoon umeboshi vinegar 2 tablespoon lemon juice 1 cup water more a neededinstructions heat a splash of oil in a medium-large pot over medium heat add the shallot garlic jalapeño and a few pinch of salt and cook until softened about 5 minute add the chili powder stir then add the black bean and stock simmer on low heat for 20 or so minute blend the soup adding water or more stock if it too thick add a good squeeze of lime blend again then taste add more salt & spice to your liking keep it smooth or add a few more black bean for texture serve with the suggested fixing or whatever you like for the sun cheese blend all ingredient together add more water if necessary to thin taste and adjust serve on the side and store the remainder in the fridgenotesyou can sub white wine vinegar a few good pinch of salt for the umeboshi vinegar - however the ume vinegar brings a nice “umami” flavor that other vinegar don’t find it at whole food in the asian section or buy it online look for sunflower seed in the bulk bin that are already hulled if you can only find skin-on seed dont worry about peeling them it tedious it’s creamier with hulled seed but will taste fine nonetheless343177,0
the soup part of this recipe is quick and easy… another good one for a cold weeknight just follow these simple step,0
comment,0
the soup part of this recipe is quick and easy… another good one for a cold weeknight just follow these simple step,0
awesome blog is your theme custom made or did you download it from somewhere a design like yours with a few simple adjustements would reall make my blog stand out please let me know where you got your theme thank you,0
2 cup spelt flour 3 teaspoon baking powder 3 teaspoon cinnamon ½ teaspoon salt 2 tablespoon melted coconut oil ⅓ cup cane sugar 1¼ cup almond milk at room temp 1 teaspoon vanilla extract ⅓ cup crushed unsalted raw walnut 3 tablespoon brown sugar ½ teaspoon cinnamon ¼ teaspoon salt 1 tablespoon hardened coconut oil frozen blueberry optional,1
preheat oven to 350 degree prepare 12-cup muffin pan with cupcake liner or cooking spray make the crumbly topping by crushing walnut and mixing them with brown sugar cinnamon and salt using your hand work in the hardened coconut oil until incorporated but still very crumbly set aside make the muffin first sift together the dry ingredient in a separate bowl by hand whisk together the wet ingredient pour the wet ingredient into the bowl with the dry ingredient and stir until just combined don’t overmix scoop a heaping tablespoon of batter into each muffin cup just enough so the batter cover the bottom sprinkle in some of the crumbly topping and a few blueberry each add the remainder of the batter more crumbly topping and a few more blueberry bake for 18-22 minute or until a toothpick come out nearly clean,2
these are so yummy i’m waiting to get muffin tin off my wedding registry so i made these in a donut hole pan ha and they worked great just changed the bake time to 15 minute instead love your recipe and book never stop,0
thank you for this delicious recipe i can’t wait to make it again,0
notify me of follow-up comment via e-mail,0
what an awesome recipe i just made these not sure where i went wrong but i only got enough batter for about eight muffin i replaced 14 of the milk with espresso and they came out beautifully,0
i just made these though i made them for my family who isn’t too into the almond milk and healthier side of thing i just subbed the coconut oil for veggie oil and almond milk for regular milk they turned out absolutely wonderful and i can’t stop eating them,0
¼ cup fish sauce or soy sauce to taste 2 tablespoon orange juice 1 tablespoon lime juice 2 tablespoon rice wine vinegar 1 garlic clove minced 1 tablespoon sugar optional 1 teaspoon sriracha optional 2 cup brussels sprout sliced in half 1 cup sliced broccolini ¼ cup chopped scallion a bit of coconut oil for the pan sea salt and fresh black pepper 1 cup cooked black rice ½ avocado diced handful of fresh mint handful of sliced almond handful of micro sprout sprinkle of sesame seed extra sriracha for serving extra lime slice for serving,1
whisk together dressing ingredient and set aside you can take a taste but remember that it might seem a little strong - itll become more tame once it on the brussels sprout and everything else heat a large skillet over high heat add a few teaspoon of oil when it start to sizzle add the brussels sprout cut side down or a many a you can get cut side down quickly with a few pinch of salt dont touch them for a few minute until the cut-side start to turn golden brown turn one over to check once they have a good sear flip them over add the broccolini and continue cooking until tender but not mushy at the very end toss in the scallion transfer the vegetable to a large plate let them cool slightly then toss with a bit of the dressing taste and adjust seasoning toss the brussels sprout & broccolini with the black rice sliced avocado mint almond sprout and sesame seed taste & toss with more dressing serve warm with extra lime slice and more sriracha if you like,2
